Id,imdbId,primaryTitle,startYear,runtimeMinutes,IMDB Score,Genre
516,1567736,Secrets of the Tribe,2010,110,7.5,3
517,1650404,Draquila - L'Italia che trema,2010,93,7.5,3
518,1667905,This Is Not a Film,2011,75,7.5,3
519,1754920,This Damn Life,2011,130,7.5,2
520,1781784,Burn,2012,86,7.5,3
521,1788461,The Pruitt-Igoe Myth,2011,79,7.5,3
522,1865425,Kumar???,2011,84,7.5,3
523,1874513,God Loves Uganda,2013,83,7.5,3
524,1884414,Shakespeare High,2011,81,7.5,3
525,1943873,You've Been Trumped,2011,79,7.5,3
526,2043900,Last Call at the Oasis,2011,105,7.5,3
527,2146688,Donos de Portugal,2012,48,7.5,3
528,2222584,In No Great Hurry: 13 Lessons in Life with Saul Leiter,2014,75,7.5,3
529,2323551,Hungry for Change,2012,89,7.5,3
530,2405792,Elaine Stritch: Shoot Me,2013,81,7.5,3
531,2460426,"Park Avenue: Money, Power and the American Dream",2012,70,7.5,3
532,2615134,First Cousin Once Removed,2012,78,7.5,3
533,3215346,Alphabet,2013,113,7.5,3
534,3362914,We Come as Friends,2014,110,7.5,3
535,3504226,Weekend of a Champion,2013,93,7.5,3
536,3514862,Street Fighter: Round One - Fight!,2009,68,7.5,0
537,3514982,N: The Madness of Reason,2014,102,7.5,3
538,3645982,The Newburgh Sting,2014,87,7.5,3
539,3889036,Nixon by Nixon: In His Own Words,2014,71,7.5,3
540,3966544,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,2014,97,7.5,3
541,3986532,Tig,2015,95,7.5,3
542,4254838,Tyke Elephant Outlaw,2015,78,7.5,3
543,4324916,Can We Take a Joke?,2015,74,7.5,3
544,4377864,The Pearl Button,2015,82,7.5,3
545,4425138,Sugar Coated,2015,90,7.5,3
546,4730986,Divines,2016,105,7.5,2
547,5958174,The Last Gold,2016,90,7.5,3
548,99088,Back to the Future Part III,1990,118,7.4,0
549,101588,City of Hope,1991,129,7.4,2
550,103285,Once Upon a Time in China,1991,134,7.4,0
551,104658,L.627,1992,145,7.4,2
552,106384,Bells from the Deep,1993,60,7.4,3
553,106642,From the East,1993,107,7.4,3
554,107748,One Nation Under God,1993,83,7.4,3
555,109642,Dolores Claiborne,1995,132,7.4,2
556,112767,Cyclo,1995,123,7.4,2
557,117500,The Rock,1996,136,7.4,0
558,117913,A Time to Kill,1996,149,7.4,2
559,120056,Die Salzm???nner von Tibet,1997,108,7.4,3
560,120903,X-Men,2000,104,7.4,0
561,162426,Short Sharp Shock,1998,100,7.4,2
562,186151,Frequency,2000,118,7.4,2
563,190419,Slave,1998,162,7.4,2
564,245910,Cheap Smokes,2000,85,7.4,1
565,251637,Choke,1999,98,7.4,3
566,261184,Come Look at Me,2001,102,7.4,1
567,277327,As Far as My Feet Will Carry Me,2001,158,7.4,0
568,290673,Irreversible,2002,97,7.4,2
569,301199,Dirty Pretty Things,2002,97,7.4,2
570,303325,Decasia,2002,70,7.4,3
571,308514,Lost in La Mancha,2002,93,7.4,3
572,311113,Master and Commander: The Far Side of the World,2003,138,7.4,0
573,316016,Underwater Impressions,2002,45,7.4,3
574,319371,Forbidden Grass,2002,95,7.4,3
575,321376,Cuban Rafters,2002,120,7.4,3
576,354696,The Legend of Leigh Bowery,2002,83,7.4,3
577,375912,Layer Cake,2004,105,7.4,2
578,388789,Born Into Brothels: Calcutta's Red Light Kids,2004,85,7.4,3
579,399095,Trade,2007,120,7.4,2
580,410097,Hustle & Flow,2005,116,7.4,2
581,421238,The Proposition,2005,104,7.4,2
582,425637,Red Cliff,2008,146,7.4,0
583,427206,The Education of Shelby Knox,2005,76,7.4,3
584,451090,Just for Kicks,2005,67,7.4,3
585,457414,Midnight Movies: From the Margin to the Mainstream,2005,88,7.4,3
586,468442,51 Birch Street,2005,90,7.4,3
587,475169,13 Tzameti,2005,93,7.4,2
588,478160,Into Great Silence,2005,169,7.4,3
589,478338,Zizek!,2005,71,7.4,3
590,484211,Life After Tomorrow,2006,73,7.4,3
591,491244,Triad Election,2006,92,7.4,2
592,492506,Wordplay,2006,94,7.4,3
593,780571,Mr. Brooks,2007,120,7.4,2
594,821442,A Dirty Carnival,2006,141,7.4,2
595,839739,The Beales of Grey Gardens,2006,91,7.4,3
596,882800,Pretpark Nederland,2006,90,7.4,3
597,903943,The End of Poverty?,2008,106,7.4,3
598,905361,Protagonist,2007,90,7.4,3
599,926762,Loft,2008,118,7.4,2
600,929235,At the Death House Door,2008,98,7.4,3
601,995061,The Business of Being Born,2008,87,7.4,3
602,1002540,9 Star Hotel,2006,78,7.4,3
603,1014799,Holy Wars,2010,84,7.4,3
604,1047517,RFK Must Die: The Assassination of Bobby Kennedy,2007,102,7.4,3
605,1072756,Buffalo Girls,2012,65,7.4,3
606,1077262,Ajami,2009,124,7.4,2
607,1111313,The Elephant in the Living Room,2010,96,7.4,3
608,1149405,Trouble the Water,2008,90,7.4,3
609,1183946,The Stoneman Murders,2009,95,7.4,2
610,1197624,Law Abiding Citizen,2009,109,7.4,2
611,1229238,Mission: Impossible - Ghost Protocol,2011,132,7.4,0
612,1230385,The Yellow Sea,2010,157,7.4,2
613,1232206,Teenage Paparazzo,2010,94,7.4,3
614,1233611,Visual Acoustics,2008,83,7.4,3
615,1252486,The Garden,2008,80,7.4,3
616,1262958,A Small Act,2010,88,7.4,3
617,1289430,La rabbia di Pasolini,2008,83,7.4,3
618,1333668,The Horse Boy,2009,93,7.4,3
619,1334556,The Queen and I,2008,90,7.4,3
620,1343113,A Mother's Courage: Talking Back to Autism,2009,103,7.4,3
621,1385956,Particle Fever,2013,99,7.4,3
622,1462017,In Search of Memory,2009,95,7.4,3
623,1465494,Keep Surfing,2009,94,7.4,3
624,1500496,La danse,2009,159,7.4,3
625,1510934,Starsuckers,2009,103,7.4,3
626,1522857,The Oath,2010,90,7.4,3
627,1572965,Addicted to Plastic,2008,85,7.4,3
628,1584813,Reindeerspotting - Escape from Santaland,2010,84,7.4,3
629,1623757,Machete Maidens Unleashed!,2010,84,7.4,3
630,1632703,Burzynski,2010,108,7.4,3
631,1638362,Client 9: The Rise and Fall of Eliot Spitzer,2010,117,7.4,3
632,1662557,No Mercy,2010,125,7.4,2
633,1682181,Bully,2011,98,7.4,3
634,1701976,Urbanized,2011,85,7.4,3
635,1762233,Enchanted Kingdom 3D,2014,87,7.4,3
636,1814836,Project Nim,2011,93,7.4,3
637,1821593,Bullhead,2011,129,7.4,2
638,1829648,At Sea,2007,60,7.4,3
639,1866255,The Battle for Marjah,2010,88,7.4,3
640,1872194,The Judge,2014,141,7.4,2
641,1992193,Pandora's Promise,2013,87,7.4,3
642,2113683,I Know That Voice,2013,90,7.4,3
643,2134092,The Extraordinary Voyage,2011,60,7.4,3
644,2233406,Mile... Mile & a Half,2013,87,7.4,3
645,2286630,Line of Sight,2012,60,7.4,3
646,2310157,Birders: The Central Park Effect,2012,61,7.4,3
647,2327430,Liv & Ingmar,2012,89,7.4,3
648,2361042,Three Sisters,2012,153,7.4,3
649,2369331,Stuck,2013,90,7.4,3
650,2381249,Mission: Impossible - Rogue Nation,2015,131,7.4,0
651,2387601,The Special Need,2013,84,7.4,3
652,2395427,Avengers: Age of Ultron,2015,141,7.4,0
653,2513616,Springsteen & I,2013,124,7.4,3
654,2567712,Starred Up,2013,106,7.4,2
655,2577150,Traffic Department,2012,118,7.4,2
656,2852470,The Missing Picture,2013,92,7.4,3
657,2861532,A Wolf at the Door,2013,101,7.4,2
658,3013258,Sur le chemin de l'???cole,2013,77,7.4,3
659,3020666,Unbranded,2015,106,7.4,3
660,3039472,Return to Return to Nuke 'Em High Aka Vol. 2,2017,85,7.4,0
661,3113456,Doomed: The Untold Story of Roger Corman's the Fantastic Four,2015,85,7.4,3
662,3597400,Just Eat It: A Food Waste Story,2014,75,7.4,3
663,3892434,That Sugar Film,2014,90,7.4,3
664,4019578,Rege,2014,111,7.4,2
665,4025514,Suburra,2015,130,7.4,2
666,4126304,Cartel Land,2015,100,7.4,3
667,4185572,The Hunting Ground,2015,103,7.4,3
668,4406298,That Gal... Who Was in That Thing: That Guy 2,2015,80,7.4,3
669,4677300,Very Semi-Serious,2015,83,7.4,3
670,4936064,In Jackson Heights,2015,190,7.4,3
671,4967094,Our Times,2015,134,7.4,1
672,5136700,Kareem: Minority of One,2015,90,7.4,3
673,5326448,Merci patron!,2016,84,7.4,3
674,99558,Armour of God 2: Operation Condor,1991,106,7.3,0
675,100624,Sink or Swim,1990,48,7.3,3
676,102288,Let Him Have It,1991,115,7.3,2
677,102488,Musuko,1991,121,7.3,1
678,105859,Dragon Inn,1992,88,7.3,0
679,107311,Khal Nayak,1993,190,7.3,0
680,109339,Brother Minister: The Assassination of Malcolm X,1994,115,7.3,3
681,110632,Natural Born Killers,1994,118,7.3,2
682,110832,"Take Care of Your Scarf, Tatiana",1994,62,7.3,1
683,114500,Sonic Outlaws,1995,87,7.3,3
684,116310,Fire on the Mountain,1996,72,7.3,3
685,116859,The Leopard Son,1996,87,7.3,3
686,116882,Lilies,1996,95,7.3,2
687,117320,A Perfect Candidate,1996,105,7.3,3
688,119107,"Fast, Cheap & Out of Control",1997,80,7.3,3
689,119256,Hard Eight,1996,102,7.3,2
690,120028,Robinson in Space,1997,82,7.3,3
691,122690,Ronin,1998,122,7.3,0
692,134119,The Talented Mr. Ripley,1999,139,7.3,2
693,145487,Spider-Man,2002,121,7.3,0
694,150290,Dear Jesse,1998,82,7.3,3
695,166791,Schwarze Sonne,1998,90,7.3,3
696,170544,Samurai Fiction,1998,111,7.3,0
697,183065,Kestrel's Eye,1998,89,7.3,3
698,208196,Happy Accidents,2000,110,7.3,1
699,211219,Barenaked in America,1999,89,7.3,3
700,264616,Frailty,2001,100,7.3,2
701,264689,Home Room,2002,133,7.3,2
702,294431,The Pinochet Case,2001,110,7.3,3
703,294805,Okie Noodling,2001,57,7.3,3
704,301414,Man on the Train,2002,90,7.3,2
705,316654,Spider-Man 2,2004,127,7.3,0
706,334029,OT: Our Town,2002,76,7.3,3
707,360216,The Year of the Yao,2004,88,7.3,3
708,377091,Mean Creek,2004,90,7.3,2
709,381936,Bummer,2003,110,7.3,2
710,383574,Pirates of the Caribbean: Dead Man's Chest,2006,151,7.3,0
711,390109,I Like Killing Flies,2004,80,7.3,3
712,420509,The Aura,2005,134,7.3,2
713,424509,Touch the Sound: A Sound Journey with Evelyn Glennie,2004,99,7.3,3
714,425379,I'm the Angel of Death: Pusher III,2005,90,7.3,2
715,436857,Twist of Faith,2004,87,7.3,3
716,439574,The Fourth World War,2003,78,7.3,3
717,455949,Favela Rising,2005,80,7.3,3
718,465538,Michael Clayton,2007,119,7.3,2
719,468565,Tsotsi,2005,94,7.3,2
720,473697,Satan??­s,2007,95,7.3,2
721,478970,Ant-Man,2015,117,7.3,0
722,492494,TV Junkie,2006,91,7.3,3
723,492931,The 11th Hour,2007,95,7.3,3
724,760185,The Slanted Screen,2006,60,7.3,3
725,762117,Maxed Out,2006,90,7.3,3
726,800334,Flock of Dodos: The Evolution-Intelligent Design Circus,2006,84,7.3,3
727,832903,Manufactured Landscapes,2006,86,7.3,3
728,841150,Prot???g???,2007,106,7.3,2
729,901487,The Good the Bad the Weird,2008,139,7.3,0
730,902967,The Crimson Wing: Mystery of the Flamingos,2008,78,7.3,3
731,903660,Killer at Large,2008,87,7.3,3
732,912590,Manda Bala (Send a Bullet),2007,85,7.3,3
733,923869,United Red Army,2007,190,7.3,2
734,956101,Big River Man,2009,100,7.3,3
735,970184,Operation Homecoming: Writing the Wartime Experience,2007,81,7.3,3
736,989000,In Search of a Midnight Kiss,2007,90,7.3,1
737,1002535,Bomb It,2007,93,7.3,3
738,1157685,The Betrayal - Nerakhoon,2008,96,7.3,3
739,1189340,The Lincoln Lawyer,2011,118,7.3,2
740,1194238,Polytechnique,2009,77,7.3,2
741,1212450,Lawless,2012,116,7.3,2
742,1235072,Sleep Furiously,2008,94,7.3,3
743,1261900,Lovecraft: Fear of the Unknown,2008,90,7.3,3
744,1292648,Plastic Planet,2009,95,7.3,3
745,1313092,Animal Kingdom,2010,113,7.3,2
746,1334555,Prom Night in Mississippi,2009,90,7.3,3
747,1337139,45365,2009,90,7.3,3
748,1340425,DMT: The Spirit Molecule,2010,75,7.3,3
749,1343097,The Girl Who Kicked the Hornet's Nest,2009,147,7.3,2
750,1344784,Tapped,2009,76,7.3,3
751,1385869,The Cross,2009,90,7.3,3
752,1444306,Oblivion,2008,93,7.3,3
753,1460739,Better This World,2011,82,7.3,3
754,1523980,Sins of My Father,2009,94,7.3,3
755,1529666,Trek Nation,2011,88,7.3,3
756,1572309,Mount St. Elias,2009,100,7.3,3
757,1578269,The First Movie,2009,76,7.3,3
758,1621642,Bangkok Traffic (Love) Story,2009,126,7.3,1
759,1638355,The Man from U.N.C.L.E.,2015,116,7.3,0
760,1646959,Bedevilled,2010,115,7.3,2
761,1661420,Polisse,2011,127,7.3,2
762,1670627,Hello! How Are You?,2010,105,7.3,1
763,1710542,"Bicicleta, cullera, poma",2010,96,7.3,3
764,1754853,Waiting for Lightning,2012,96,7.3,3
765,1783232,Conquest 1453,2012,162,7.3,0
766,1787791,Resurrect Dead: The Mystery of the Toynbee Tiles,2011,86,7.3,3
767,1787988,Talaash,2012,140,7.3,2
768,1800241,American Hustle,2013,138,7.3,2
769,1800266,Brooklyn Castle,2012,101,7.3,3
770,1817273,The Place Beyond the Pines,2012,140,7.3,2
771,1990352,The Island President,2011,101,7.3,3
772,2035599,"Pink Ribbons, Inc.",2011,97,7.3,3
773,2048877,The Ambassador,2011,93,7.3,3
774,2124998,We're Not Broke,2012,81,7.3,3
775,2155337,Man for a Day,2012,96,7.3,3
776,2177843,We Are Legion: The Story of the Hacktivists,2012,93,7.3,3
777,2281365,Mortified Nation,2013,84,7.3,3
778,2320029,Seeking Asian Female,2012,82,7.3,3
779,2385006,Jerusalem,2013,45,7.3,3
780,2401223,Richard Pryor: Omit the Logic,2013,83,7.3,3
781,2467442,K2: Siren of the Himalayas,2012,75,7.3,3
782,2504404,Wolf,2013,122,7.3,2
783,2571226,The Anonymous People,2013,88,7.3,3
784,2822584,Future Shock! The Story of 2000AD,2014,110,7.3,3
785,2825768,The Outrageous Sophie Tucker,2014,96,7.3,3
786,2997766,De nieuwe wildernis,2013,97,7.3,3
787,3091552,At Berkeley,2013,244,7.3,3
788,3358998,Sign Painters,2014,81,7.3,3
789,3456090,E-Team,2014,88,7.3,3
790,3518988,Harmontown,2014,101,7.3,3
791,3660770,Monkey Kingdom,2015,81,7.3,3
792,3716530,Elle,2016,130,7.3,2
793,3741860,Awake: The Life of Yogananda,2014,87,7.3,3
794,3995006,Banksy Does New York,2014,79,7.3,3
795,4819738,The Bandit,2016,84,7.3,3
796,5161502,SOMM: Into the Bottle,2015,90,7.3,3
797,5278460,Audrie & Daisy,2016,95,7.3,3
798,5434972,Fastball,2016,87,7.3,3
799,5662932,Raman Raghav 2.0,2016,133,7.3,2
800,5673884,Clinton Cash,2016,60,7.3,3
801,97884,May Fools,1990,107,7.2,1
802,102360,Lyrisch nitraat,1991,50,7.2,3
803,102592,One False Move,1992,105,7.2,2
804,102975,Star Trek VI: The Undiscovered Country,1991,110,7.2,0
805,103793,Benny's Video,1992,105,7.2,2
806,105114,Highway Patrolman,1991,104,7.2,2
807,106579,"Clean, Shaven",1993,79,7.2,2
808,109731,L'Enfer,1994,102,7.2,2
809,111257,Speed,1994,116,7.2,0
810,111424,The Day the Sun Turned Cold,1994,99,7.2,2
811,113189,GoldenEye,1995,130,7.2,0
812,113749,Mallrats,1995,94,7.2,1
813,120201,Starship Troopers,1997,129,7.2,0
814,120454,Vinyl,2000,180,7.2,3
815,137363,Arlington Road,1999,117,7.2,2
816,142316,Rainy Dog,1997,95,7.2,2
817,145393,"Pizza, Beer, and Cigarettes",1998,92,7.2,2
818,159382,Croupier,1998,94,7.2,2
819,166383,Tri muskarca Melite Zganjer,1998,97,7.2,1
820,175550,Dancemaker,1998,98,7.2,3
821,199013,Shadow Boxers,1999,72,7.2,3
822,222851,Brother,2000,114,7.2,2
823,235737,The Salton Sea,2002,103,7.2,2
824,242587,L.I.E.,2001,97,7.2,2
825,253016,Love Life,2002,95,7.2,1
826,265212,Grateful Dawg,2000,81,7.2,3
827,268200,Brigham City,2001,119,7.2,2
828,272207,Narc,2002,105,7.2,2
829,279112,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,105,7.2,0
830,284494,Skins,2002,84,7.2,2
831,303780,Blues Harp,1998,107,7.2,2
832,318523,Red Bear,2002,95,7.2,2
833,320661,Kingdom of Heaven,2005,144,7.2,0
834,331080,Wheel of Time,2003,81,7.2,3
835,337978,Live Free or Die Hard,2007,128,7.2,0
836,359281,Flag Wars,2003,86,7.2,3
837,360717,King Kong,2005,187,7.2,0
838,363589,Elephant,2003,81,7.2,2
839,388996,Heir to an Execution,2004,93,7.2,3
840,415127,The Man from London,2007,139,7.2,2
841,418110,Romanzo Criminale,2005,152,7.2,2
842,430772,One Nite in Mongkok,2004,110,7.2,2
843,478134,In the Valley of Elah,2007,121,7.2,2
844,488120,Fracture,2007,113,7.2,2
845,492447,Black Gold,2006,78,7.2,3
846,495032,Gangster,2006,123,7.2,2
847,498329,We Live in Public,2009,91,7.2,3
848,775438,"Buy the Ticket, Take the Ride: Hunter S. Thompson on Film",2006,73,7.2,3
849,839938,Out of the Blue,2006,103,7.2,2
850,847474,Cinematographer Style,2006,86,7.2,3
851,847817,Helvetica,2007,80,7.2,3
852,949770,The Red Elvis,2007,90,7.2,3
853,966582,Pasolini prossimo nostro,2006,58,7.2,3
854,978759,Frozen River,2008,97,7.2,2
855,1015968,All in This Tea,2007,70,7.2,3
856,1016164,Confessions of a Superhero,2007,92,7.2,3
857,1023446,Ellen ten Damme: As I Was Wondering Where This Mixed-up Little Life of Mine Was Leading To,2007,66,7.2,3
858,1024942,Just Another Love Story,2007,100,7.2,2
859,1038913,Killing Kasztner,2008,120,7.2,3
860,1051245,Moving Midway,2007,95,7.2,3
861,1071228,I Was Here,2008,95,7.2,2
862,1073241,Nothing But the Truth,2008,108,7.2,2
863,1117394,Transcendent Man,2009,83,7.2,3
864,1167611,Don't Be Bad,2015,100,7.2,2
865,1176244,Valentino: The Last Emperor,2008,96,7.2,3
866,1178663,Whatever Works,2009,93,7.2,1
867,1185600,"Suddenly, Last Winter",2008,85,7.2,3
868,1205503,Without Bias,2009,96,7.2,3
869,1216487,The Girl Who Played with Fire,2009,129,7.2,2
870,1217637,Anything for Her,2008,96,7.2,2
871,1222815,Chimpanzee,2012,78,7.2,3
872,1223143,Rebirth of a Nation,2007,100,7.2,3
873,1243971,Dirt! The Movie,2009,86,7.2,3
874,1252298,The Human Experience,2008,90,7.2,3
875,1289783,It's Hard Being Loved by Jerks,2008,110,7.2,3
876,1295068,Prodigal Sons,2008,86,7.2,3
877,1300854,Iron Man 3,2013,130,7.2,0
878,1325619,Revue,2008,82,7.2,3
879,1327628,Whores' Glory,2011,110,7.2,3
880,1333994,Fat Head,2009,104,7.2,3
881,1341764,Out Late,2008,64,7.2,3
882,1392170,The Hunger Games,2012,142,7.2,0
883,1394383,Blood Into Wine,2010,100,7.2,3
884,1437364,Race to Nowhere,2010,85,7.2,3
885,1439573,The Sound of Insects: Record of a Mummy,2009,87,7.2,3
886,1495768,Future My Love,2012,97,7.2,3
887,1518821,The Agony and the Ecstasy of Phil Spector,2009,102,7.2,3
888,1528792,Ruhr,2009,121,7.2,3
889,1556690,Day Is Done,2011,111,7.2,3
890,1638002,"Love, Rosie",2014,102,7.2,1
891,1757939,???­Vivan las ant???podas!,2011,108,7.2,3
892,1763194,Blood in the Mobile,2010,83,7.2,3
893,1782426,Dying to Have Known,2006,80,7.2,3
894,1782451,Good Copy Bad Copy,2007,59,7.2,3
895,1900893,Themis,2011,129,7.2,2
896,1916728,Shor in the City,2010,112,7.2,2
897,1981703,The Harvest/La Cosecha,2011,80,7.2,3
898,1982113,Gerhard Richter Painting,2011,97,7.2,3
899,2014351,Spinning Plates,2012,93,7.2,3
900,2082155,Looking for Maria Sanchez,2013,98,7.2,1
901,2082221,Nameless Gangster: Rules of the Time,2012,134,7.2,2
902,2087878,Minecraft: The Story of Mojang,2012,98,7.2,3
903,2306687,Orania,2013,93,7.2,3
904,2360880,Agenda: Grinding America Down,2010,93,7.2,3
905,2385104,D-Day,2013,153,7.2,0
906,2395970,Rewind This!,2013,91,7.2,3
907,2504022,Narco Cultura,2013,103,7.2,3
908,2577990,Valentine Road,2013,89,7.2,3
909,2679480,Sulemani Keeda,2014,89,7.2,1
910,3090252,Dinosaur 13,2014,95,7.2,3
911,3129484,Master of the Universe,2013,88,7.2,3
912,3158416,Here Be Dragons,2013,79,7.2,3
913,3468612,American Hostage,2015,100,7.2,2
914,3492436,Pixadores,2014,93,7.2,3
915,3607812,The Sheik,2014,95,7.2,3
916,3638686,Famous Nathan,2014,86,7.2,3
917,3742284,NH10,2015,115,7.2,2
918,4076058,We Are Young. We Are Strong.,2014,123,7.2,2
919,4082068,Dheepan,2015,115,7.2,2
920,4153324,Tjuvheder,2015,92,7.2,2
921,4316236,The Black Panthers: Vanguard of the Revolution,2015,115,7.2,3
922,4893244,Taikon,2015,90,7.2,3
923,4900018,Keith Richards: Under the Influence,2015,81,7.2,3
924,4935446,Heart of a Dog,2015,75,7.2,3
925,4974684,Kara Bela,2015,105,7.2,0
926,5161392,The Ties That Bind,2015,57,7.2,3
927,5278462,Author: The JT LeRoy Story,2016,110,7.2,3
928,99753,Heaven and Earth,1990,125,7.1,0
929,102048,Homicide,1991,102,7.1,2
930,102958,S???lo con Tu Pareja,1991,94,7.1,1
931,103759,Bad Lieutenant,1992,96,7.1,2
932,106937,The Legend II,1993,95,7.1,0
933,107233,It's All True,1993,87,7.1,3
934,109855,Fun,1994,105,7.1,2
935,111282,Stargate,1994,116,7.1,0
936,115033,The Young Poisoner's Handbook,1995,99,7.1,2
937,117060,Mission: Impossible,1996,110,7.1,0
938,117143,Nach F??¬nf im Urwald,1995,99,7.1,1
939,120188,Three Kings,1999,114,7.1,0
940,129387,There's Something About Mary,1998,119,7.1,1
941,137386,Billy's Hollywood Screen Kiss,1998,92,7.1,1
942,139898,The Boys,1998,86,7.1,2
943,163563,Bullet Ballet,1998,87,7.1,2
944,165854,The Limey,1999,89,7.1,2
945,172543,He Died with a Felafel in His Hand,2001,107,7.1,1
946,233230,Trilogy: Three,2002,124,7.1,2
947,237534,Brotherhood of the Wolf,2001,142,7.1,0
948,240641,"Just, Melvin: Just Evil",2000,96,7.1,3
949,251160,John Q,2002,116,7.1,2
950,256408,Startup.com,2001,107,7.1,3
951,275408,Home Movie,2001,66,7.1,3
952,281724,Cinemania,2002,83,7.1,3
953,284492,Sisters,2001,83,7.1,2
954,285861,Owning Mahowny,2003,104,7.1,2
955,293088,Devil's Playground,2002,77,7.1,3
956,318068,Shanghai Ghetto,2002,95,7.1,3
957,333902,The Best of Times,2001,109,7.1,2
958,337573,Antibodies,2005,127,7.1,2
959,339489,Palabras encadenadas,2003,89,7.1,2
960,345128,The Gleaners and I: Two Years Later,2002,63,7.1,3
961,368314,Surplus: Terrorized Into Being Consumers,2003,54,7.1,3
962,385048,Last Hippie Standing,2002,45,7.1,3
963,390336,Overnight,2003,82,7.1,3
964,411674,Mondovino,2004,135,7.1,3
965,418279,Transformers,2007,144,7.1,0
966,424136,Hard Candy,2005,104,7.1,2
967,427470,The Lookout,2007,99,7.1,2
968,434008,Election,2005,100,7.1,2
969,436845,El tren de la memoria,2005,85,7.1,3
970,449088,Pirates of the Caribbean: At World's End,2007,169,7.1,0
971,464913,"OSS 117: Cairo, Nest of Spies",2006,99,7.1,0
972,473705,State of Play,2009,127,7.1,2
973,475317,Tough Enough,2006,98,7.1,2
974,479879,Chasing Ghosts: Beyond the Arcade,2007,90,7.1,3
975,486585,Fuck,2005,93,7.1,3
976,489707,Forgiving Dr. Mengele,2006,82,7.1,3
977,492487,Small Town Gay Bar,2006,76,7.1,3
978,499238,Milarepa,2006,90,7.1,0
979,770828,Man of Steel,2013,143,7.1,0
980,780577,Official Rejection,2009,108,7.1,3
981,800135,The Colonel,2006,110,7.1,2
982,800191,The Sci-Fi Boys,2006,80,7.1,3
983,831386,The Drummer,2007,118,7.1,2
984,903627,Julia,2008,144,7.1,2
985,969367,Cruel Winter Blues,2006,118,7.1,2
986,970468,Miss Pettigrew Lives for a Day,2008,92,7.1,1
987,977649,Fall from Grace,2007,71,7.1,3
988,1020938,Babies,2010,79,7.1,3
989,1045642,Tales from the Script,2009,105,7.1,3
990,1064932,Welcome to the Sticks,2008,106,7.1,1
991,1158308,Profit Motive and the Whispering Wind,2007,58,7.1,3
992,1172047,Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,2011,86,7.1,3
993,1192422,The Listening Project,2008,76,7.1,3
994,1230130,Earth Days,2009,90,7.1,3
995,1232784,Independents,2007,77,7.1,3
996,1241325,Objectified,2009,75,7.1,3
997,1279083,Examined Life,2008,87,7.1,3
998,1280567,Last Stop 174,2008,110,7.1,2
999,1288553,The Beautiful Truth,2008,92,7.1,3
1000,1307861,American Grindhouse,2010,80,7.1,3
1001,1334254,Maharathi,2008,114,7.1,2
1002,1337137,South of the Border,2009,78,7.1,3
1003,1348997,Menschliches Versagen,2008,91,7.1,3
1004,1392249,Night and Fog,2009,122,7.1,2
1005,1413496,Revenge of the Electric Car,2011,90,7.1,3
1006,1422757,Steal This Film,2006,32,7.1,3
1007,1434443,R,2010,99,7.1,2
1008,1466072,William S. Burroughs: A Man Within,2010,87,7.1,3
1009,1484522,8: The Mormon Proposition,2010,80,7.1,3
1010,1538833,Make Believe,2010,88,7.1,3
1011,1540814,Casino Jack and the United States of Money,2010,118,7.1,3
1012,1541153,Radio Unnameable,2012,87,7.1,3
1013,1553156,Pax Americana and the Weaponization of Space,2009,43,7.1,3
1014,1584016,Catfish,2010,87,7.1,3
1015,1600196,The Drop,2014,106,7.1,2
1016,1605782,Comic-Con Episode IV: A Fan's Hope,2011,88,7.1,3
1017,1611990,Man on a Mission: Richard Garriott's Road to the Stars,2010,83,7.1,3
1018,1618399,The Waiting Room,2012,81,7.1,3
1019,1653827,Boxing Gym,2010,91,7.1,3
1020,1714205,Purge,2012,125,7.1,2
1021,1745787,The Tribe,2014,126,7.1,2
1022,1760967,Ill Manors,2012,121,7.1,2
1023,1776086,Bettie Page Reveals All,2012,101,7.1,3
1024,1906518,Yes or No,2010,102,7.1,1
1025,1981107,The Young and Prodigious T.S. Spivet,2013,105,7.1,0
1026,2044040,The Last Gladiators,2011,94,7.1,3
1027,2053463,Side Effects,2013,106,7.1,2
1028,2058583,Bertsolari,2011,90,7.1,3
1029,2062969,Sister,2012,97,7.1,2
1030,2125427,Abendland,2011,90,7.1,3
1031,2125666,The Queen of Versailles,2012,100,7.1,3
1032,2142055,Xingu,2011,102,7.1,0
1033,2249542,Sonja and the Bull,2012,103,7.1,1
1034,2322482,If You Build It,2013,85,7.1,3
1035,2340784,The Last of the Unjust,2013,220,7.1,3
1036,2359024,Blue Ruin,2013,90,7.1,2
1037,2445556,B-Side,2013,97,7.1,1
1038,2488042,Stripped,2014,85,7.1,3
1039,2544766,Admiral,2015,151,7.1,0
1040,2654360,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,88,7.1,3
1041,2719848,Everest,2015,121,7.1,0
1042,2732932,The Kill Team,2013,79,7.1,3
1043,2753778,"The Death of ""Superman Lives"": What Happened?",2015,104,7.1,3
1044,2789422,Elektro Moskva,2013,89,7.1,3
1045,2917506,A Story of Children and Film,2013,106,7.1,3
1046,3385516,X-Men: Apocalypse,2016,144,7.1,0
